date,sales,product_category,region,store,promo_flag
2023-06-24,1360.76,Fashion,East,Online,0
2023-06-24,1576.21,Fashion,West,Online,0
2023-06-24,906.96,Home,North,Store B,0
2023-06-24,983.15,Home,South,Store B,0
2023-06-24,1000.89,Home,East,Store A,0
2023-06-24,1112.0,Home,West,Store A,0
2023-06-25,1275.96,Grocery,North,Store B,1
2023-06-25,1522.02,Grocery,South,Store B,1
2023-06-25,1475.59,Grocery,East,Store A,1
2023-06-25,1635.69,Grocery,West,Store A,1
2023-06-25,1505.61,Electronics,North,Store B,1
2023-06-25,1773.37,Electronics,South,Store B,1
2023-06-25,1812.78,Electronics,East,Store A,1
2023-06-25,1928.01,Electronics,West,Store A,1
2023-06-25,1196.21,Fashion,North,Store B,1
2023-06-25,1268.53,Fashion,South,Store B,1
2023-06-25,1271.64,Fashion,East,Store A,1
2023-06-25,1526.46,Fashion,West,Store A,1
2023-06-25,962.29,Home,North,Store C,1
2023-06-25,1092.34,Home,South,Store C,1
2023-06-25,1094.75,Home,East,Store B,1
2023-06-25,1265.92,Home,West,Store B,1
2023-06-26,788.31,Grocery,North,Store C,0
2023-06-26,1031.79,Grocery,South,Store C,0
2023-06-26,1006.19,Grocery,East,Store B,0
2023-06-26,1188.36,Grocery,West,Store B,0
2023-06-26,960.7,Electronics,North,Store C,0
2023-06-26,1206.46,Electronics,South,Store C,0
2023-06-26,1198.19,Electronics,East,Store B,0
2023-06-26,1317.54,Electronics,West,Store B,0
2023-06-26,795.63,Fashion,North,Store C,0
2023-06-26,898.69,Fashion,South,Store C,0
2023-06-26,984.34,Fashion,East,Store B,0
2023-06-26,1151.06,Fashion,West,Store B,0
2023-06-26,861.07,Home,North,Online,0
2023-06-26,1221.52,Home,South,Online,0
2023-06-26,686.52,Home,East,Store C,0
2023-06-26,926.13,Home,West,Store C,0
2023-06-27,1222.4,Grocery,North,Online,0
2023-06-27,1275.93,Grocery,South,Online,0
2023-06-27,931.38,Grocery,East,Store C,0
2023-06-27,1064.42,Grocery,West,Store C,0
2023-06-27,1437.28,Electronics,North,Online,0
2023-06-27,1614.04,Electronics,South,Online,0
2023-06-27,1153.96,Electronics,East,Store C,0
2023-06-27,1292.18,Electronics,West,Store C,0
2023-06-27,1060.72,Fashion,North,Online,0
2023-06-27,1278.21,Fashion,South,Online,0
2023-06-27,859.54,Fashion,East,Store C,0
2023-06-27,1019.88,Fashion,West,Store C,0
2023-06-27,761.12,Home,North,Store A,0
2023-06-27,850.5,Home,South,Store A,0
2023-06-27,960.32,Home,East,Online,0
2023-06-27,1139.52,Home,West,Online,0
2023-06-28,1022.12,Grocery,North,Store A,0
2023-06-28,1167.93,Grocery,South,Store A,0
2023-06-28,1208.26,Grocery,East,Online,0
2023-06-28,1518.98,Grocery,West,Online,0
2023-06-28,1253.24,Electronics,North,Store A,0
2023-06-28,1354.27,Electronics,South,Store A,0
2023-06-28,1419.07,Electronics,East,Online,0
2023-06-28,1819.86,Electronics,West,Online,0
2023-06-28,892.57,Fashion,North,Store A,0
2023-06-28,1026.77,Fashion,South,Store A,0
2023-06-28,1094.99,Fashion,East,Online,0
2023-06-28,1269.28,Fashion,West,Online,0
2023-06-28,669.66,Home,North,Store B,0
2023-06-28,889.02,Home,South,Store B,0
2023-06-28,787.18,Home,East,Store A,0
2023-06-28,1151.04,Home,West,Store A,0
2023-06-29,861.16,Grocery,North,Store B,0
2023-06-29,979.1,Grocery,South,Store B,0
2023-06-29,1046.92,Grocery,East,Store A,0
2023-06-29,1290.12,Grocery,West,Store A,0
2023-06-29,1111.75,Electronics,North,Store B,0
2023-06-29,1292.93,Electronics,South,Store B,0
2023-06-29,1124.7,Electronics,East,Store A,0
2023-06-29,1414.03,Electronics,West,Store A,0
2023-06-29,783.81,Fashion,North,Store B,0
2023-06-29,855.19,Fashion,South,Store B,0
2023-06-29,938.96,Fashion,East,Store A,0
2023-06-29,980.45,Fashion,West,Store A,0
2023-06-29,630.62,Home,North,Store C,0
2023-06-29,771.06,Home,South,Store C,0
2023-06-29,735.37,Home,East,Store B,0
2023-06-29,946.35,Home,West,Store B,0
2023-06-30,879.91,Grocery,North,Store C,0
2023-06-30,1031.62,Grocery,South,Store C,0
2023-06-30,999.89,Grocery,East,Store B,0
2023-06-30,1197.31,Grocery,West,Store B,0
2023-06-30,1038.54,Electronics,North,Store C,0
2023-06-30,1198.98,Electronics,South,Store C,0
2023-06-30,1181.6,Electronics,East,Store B,0
2023-06-30,1373.12,Electronics,West,Store B,0
2023-06-30,768.11,Fashion,North,Store C,0
2023-06-30,880.92,Fashion,South,Store C,0
2023-06-30,832.32,Fashion,East,Store B,0
2023-06-30,1061.61,Fashion,West,Store B,0
2023-06-30,941.25,Home,North,Online,0
2023-06-30,1040.83,Home,South,Online,0
2023-06-30,695.64,Home,East,Store C,0
2023-06-30,799.95,Home,West,Store C,0
2023-07-01,1118.58,Grocery,North,Store B,0
2023-07-01,1216.31,Grocery,South,Store B,0
2023-07-01,1130.56,Grocery,East,Store A,0
2023-07-01,1438.85,Grocery,West,Store A,0
2023-07-01,1250.47,Electronics,North,Store B,0
2023-07-01,1381.14,Electronics,South,Store B,0
2023-07-01,1473.77,Electronics,East,Store A,0
2023-07-01,1648.44,Electronics,West,Store A,0
2023-07-01,952.02,Fashion,North,Store B,0
2023-07-01,1111.54,Fashion,South,Store B,0
2023-07-01,1141.02,Fashion,East,Store A,0
2023-07-01,1277.31,Fashion,West,Store A,0
2023-07-01,747.24,Home,North,Store C,0
2023-07-01,955.57,Home,South,Store C,0
2023-07-01,876.41,Home,East,Store B,0
2023-07-01,1172.8,Home,West,Store B,0
2023-07-02,997.84,Grocery,North,Store C,0
2023-07-02,1012.98,Grocery,South,Store C,0
2023-07-02,1127.87,Grocery,East,Store B,0
2023-07-02,1418.72,Grocery,West,Store B,0
2023-07-02,1287.54,Electronics,North,Store C,0
2023-07-02,1467.65,Electronics,South,Store C,0
2023-07-02,1277.53,Electronics,East,Store B,0
2023-07-02,1628.74,Electronics,West,Store B,0
2023-07-02,873.63,Fashion,North,Store C,0
2023-07-02,1051.98,Fashion,South,Store C,0
2023-07-02,944.29,Fashion,East,Store B,0
2023-07-02,1165.16,Fashion,West,Store B,0
2023-07-02,1057.04,Home,North,Online,0
2023-07-02,1294.99,Home,South,Online,0
2023-07-02,890.44,Home,East,Store C,0
2023-07-02,1017.09,Home,West,Store C,0
2023-07-03,1083.29,Grocery,North,Online,0
2023-07-03,1300.52,Grocery,South,Online,0
2023-07-03,854.35,Grocery,East,Store C,0
2023-07-03,1107.68,Grocery,West,Store C,0
2023-07-03,1457.8,Electronics,North,Online,0
2023-07-03,1643.76,Electronics,South,Online,0
2023-07-03,1035.96,Electronics,East,Store C,0
2023-07-03,1124.73,Electronics,West,Store C,0
2023-07-03,962.29,Fashion,North,Online,0
2023-07-03,1284.18,Fashion,South,Online,0
2023-07-03,797.44,Fashion,East,Store C,0
2023-07-03,928.74,Fashion,West,Store C,0
2023-07-03,880.2,Home,North,Store A,0
2023-07-03,968.67,Home,South,Store A,0
2023-07-03,983.17,Home,East,Online,0
2023-07-03,1146.02,Home,West,Online,0
2023-07-04,961.99,Grocery,North,Store A,0
2023-07-04,1115.8,Grocery,South,Store A,0
2023-07-04,1292.83,Grocery,East,Online,0
2023-07-04,1449.36,Grocery,West,Online,0
2023-07-04,1206.32,Electronics,North,Store A,0
2023-07-04,1392.01,Electronics,South,Store A,0
2023-07-04,1385.54,Electronics,East,Online,0
2023-07-04,1757.7,Electronics,West,Online,0
2023-07-04,870.91,Fashion,North,Store A,0
2023-07-04,871.42,Fashion,South,Store A,0
2023-07-04,985.67,Fashion,East,Online,0
2023-07-04,1249.27,Fashion,West,Online,0
2023-07-04,772.27,Home,North,Store B,0
2023-07-04,852.08,Home,South,Store B,0
2023-07-04,832.24,Home,East,Store A,0
2023-07-04,1080.4,Home,West,Store A,0
2023-07-05,1024.39,Grocery,North,Store B,1
2023-07-05,1244.0,Grocery,South,Store B,1
2023-07-05,1227.33,Grocery,East,Store A,1
2023-07-05,1392.45,Grocery,West,Store A,1
2023-07-05,1318.29,Electronics,North,Store B,1
2023-07-05,1410.84,Electronics,South,Store B,1
2023-07-05,1534.35,Electronics,East,Store A,1
2023-07-05,1686.9,Electronics,West,Store A,1
2023-07-05,1113.19,Fashion,North,Store B,1
2023-07-05,1138.17,Fashion,South,Store B,1
2023-07-05,1164.54,Fashion,East,Store A,1
2023-07-05,1308.57,Fashion,West,Store A,1
2023-07-05,833.99,Home,North,Store C,1
2023-07-05,919.14,Home,South,Store C,1
2023-07-05,934.62,Home,East,Store B,1
2023-07-05,1116.02,Home,West,Store B,1
2023-07-06,811.44,Grocery,North,Store C,0
2023-07-06,965.88,Grocery,South,Store C,0
2023-07-06,915.49,Grocery,East,Store B,0
2023-07-06,1249.84,Grocery,West,Store B,0
2023-07-06,1023.45,Electronics,North,Store C,0
2023-07-06,1255.6,Electronics,South,Store C,0
2023-07-06,1131.31,Electronics,East,Store B,0
2023-07-06,1366.1,Electronics,West,Store B,0
2023-07-06,709.48,Fashion,North,Store C,0
2023-07-06,865.73,Fashion,South,Store C,0
2023-07-06,880.2,Fashion,East,Store B,0
2023-07-06,1115.39,Fashion,West,Store B,0
2023-07-06,949.28,Home,North,Online,0
2023-07-06,1142.77,Home,South,Online,0
2023-07-06,760.07,Home,East,Store C,0
2023-07-06,947.47,Home,West,Store C,0
2023-07-07,1146.65,Grocery,North,Online,0
2023-07-07,1440.39,Grocery,South,Online,0
2023-07-07,862.76,Grocery,East,Store C,0
2023-07-07,1010.67,Grocery,West,Store C,0
2023-07-07,1317.23,Electronics,North,Online,0
2023-07-07,1703.36,Electronics,South,Online,0
2023-07-07,1115.43,Electronics,East,Store C,0
2023-07-07,1248.58,Electronics,West,Store C,0
2023-07-07,1121.15,Fashion,North,Online,0
2023-07-07,1235.83,Fashion,South,Online,0
2023-07-07,922.22,Fashion,East,Store C,0
2023-07-07,878.47,Fashion,West,Store C,0
2023-07-07,770.03,Home,North,Store A,0
2023-07-07,867.7,Home,South,Store A,0
2023-07-07,866.77,Home,East,Online,0
2023-07-07,1212.78,Home,West,Online,0
2023-07-08,1102.01,Grocery,North,Store A,0
2023-07-08,1312.02,Grocery,South,Store A,0
2023-07-08,1518.12,Grocery,East,Online,0
2023-07-08,1623.9,Grocery,West,Online,0
2023-07-08,1320.88,Electronics,North,Store A,0
2023-07-08,1536.45,Electronics,South,Store A,0
2023-07-08,1725.0,Electronics,East,Online,0
2023-07-08,1946.4,Electronics,West,Online,0
2023-07-08,987.53,Fashion,North,Store A,0
2023-07-08,1221.75,Fashion,South,Store A,0
2023-07-08,1291.5,Fashion,East,Online,0
2023-07-08,1391.61,Fashion,West,Online,0
2023-07-08,788.83,Home,North,Store B,0
2023-07-08,1057.21,Home,South,Store B,0
2023-07-08,969.42,Home,East,Store A,0
2023-07-08,1079.39,Home,West,Store A,0
2023-07-09,1041.32,Grocery,North,Store B,0
2023-07-09,1196.73,Grocery,South,Store B,0
2023-07-09,1202.94,Grocery,East,Store A,0
2023-07-09,1301.28,Grocery,West,Store A,0
2023-07-09,1218.14,Electronics,North,Store B,0
2023-07-09,1454.27,Electronics,South,Store B,0
2023-07-09,1393.41,Electronics,East,Store A,0
2023-07-09,1687.3,Electronics,West,Store A,0
2023-07-09,894.03,Fashion,North,Store B,0
2023-07-09,1114.29,Fashion,South,Store B,0
2023-07-09,1123.99,Fashion,East,Store A,0
2023-07-09,1286.15,Fashion,West,Store A,0
2023-07-09,810.12,Home,North,Store C,0
2023-07-09,908.17,Home,South,Store C,0
2023-07-09,845.26,Home,East,Store B,0
2023-07-09,1050.9,Home,West,Store B,0
2023-07-10,918.18,Grocery,North,Store C,0
2023-07-10,959.75,Grocery,South,Store C,0
2023-07-10,893.8,Grocery,East,Store B,0
2023-07-10,1088.83,Grocery,West,Store B,0
2023-07-10,1032.6,Electronics,North,Store C,0
2023-07-10,1142.29,Electronics,South,Store C,0
2023-07-10,1161.18,Electronics,East,Store B,0
2023-07-10,1371.62,Electronics,West,Store B,0
2023-07-10,825.85,Fashion,North,Store C,0
2023-07-10,962.71,Fashion,South,Store C,0
2023-07-10,917.62,Fashion,East,Store B,0
2023-07-10,969.95,Fashion,West,Store B,0
2023-07-10,881.16,Home,North,Online,0
2023-07-10,1055.42,Home,South,Online,0
2023-07-10,695.2,Home,East,Store C,0
2023-07-10,789.66,Home,West,Store C,0
2023-07-11,1117.97,Grocery,North,Online,0
2023-07-11,1274.14,Grocery,South,Online,0
2023-07-11,846.6,Grocery,East,Store C,0
2023-07-11,1028.47,Grocery,West,Store C,0
2023-07-11,1439.41,Electronics,North,Online,0
2023-07-11,1575.65,Electronics,South,Online,0
2023-07-11,1199.21,Electronics,East,Store C,0
2023-07-11,1267.93,Electronics,West,Store C,0
2023-07-11,1029.51,Fashion,North,Online,0
2023-07-11,1190.28,Fashion,South,Online,0
2023-07-11,822.78,Fashion,East,Store C,0
2023-07-11,981.14,Fashion,West,Store C,0
2023-07-11,893.63,Home,North,Store A,0
2023-07-11,840.71,Home,South,Store A,0
2023-07-11,1016.09,Home,East,Online,0
2023-07-11,1158.22,Home,West,Online,0
2023-07-12,870.03,Grocery,North,Store A,0
2023-07-12,1131.1,Grocery,South,Store A,0
2023-07-12,1258.61,Grocery,East,Online,0
2023-07-12,1360.12,Grocery,West,Online,0
2023-07-12,1150.48,Electronics,North,Store A,0
2023-07-12,1215.25,Electronics,South,Store A,0
2023-07-12,1361.47,Electronics,East,Online,0
2023-07-12,1751.13,Electronics,West,Online,0
2023-07-12,849.73,Fashion,North,Store A,0
2023-07-12,935.46,Fashion,South,Store A,0
2023-07-12,1100.76,Fashion,East,Online,0
2023-07-12,1259.27,Fashion,West,Online,0
2023-07-12,707.33,Home,North,Store B,0
2023-07-12,875.29,Home,South,Store B,0
2023-07-12,747.33,Home,East,Store A,0
2023-07-12,910.44,Home,West,Store A,0
2023-07-13,908.24,Grocery,North,Store B,0
2023-07-13,1077.51,Grocery,South,Store B,0
2023-07-13,1063.58,Grocery,East,Store A,0
2023-07-13,1141.75,Grocery,West,Store A,0
2023-07-13,1134.32,Electronics,North,Store B,0
2023-07-13,1189.38,Electronics,South,Store B,0
2023-07-13,1298.39,Electronics,East,Store A,0
2023-07-13,1355.63,Electronics,West,Store A,0
2023-07-13,896.58,Fashion,North,Store B,0
2023-07-13,901.29,Fashion,South,Store B,0
2023-07-13,1021.85,Fashion,East,Store A,0
2023-07-13,1110.99,Fashion,West,Store A,0
2023-07-13,631.31,Home,North,Store C,0
2023-07-13,753.51,Home,South,Store C,0
2023-07-13,806.12,Home,East,Store B,0
2023-07-13,961.23,Home,West,Store B,0
2023-07-14,839.39,Grocery,North,Store C,0
2023-07-14,962.35,Grocery,South,Store C,0
2023-07-14,978.2,Grocery,East,Store B,0
2023-07-14,1115.75,Grocery,West,Store B,0
2023-07-14,943.65,Electronics,North,Store C,0
2023-07-14,1110.42,Electronics,South,Store C,0
2023-07-14,1139.9,Electronics,East,Store B,0
2023-07-14,1400.81,Electronics,West,Store B,0
2023-07-14,860.69,Fashion,North,Store C,0
2023-07-14,921.42,Fashion,South,Store C,0
2023-07-14,872.93,Fashion,East,Store B,0
2023-07-14,1055.75,Fashion,West,Store B,0
2023-07-14,888.01,Home,North,Online,0
2023-07-14,1044.13,Home,South,Online,0
2023-07-14,669.92,Home,East,Store C,0
2023-07-14,777.94,Home,West,Store C,0
2023-07-15,1597.86,Grocery,North,Online,1
2023-07-15,1808.16,Grocery,South,Online,1
2023-07-15,1259.59,Grocery,East,Store C,1
2023-07-15,1476.21,Grocery,West,Store C,1
2023-07-15,1914.11,Electronics,North,Online,1
2023-07-15,2194.26,Electronics,South,Online,1
2023-07-15,1467.91,Electronics,East,Store C,1
2023-07-15,1763.02,Electronics,West,Store C,1
2023-07-15,1405.72,Fashion,North,Online,1
2023-07-15,1665.92,Fashion,South,Online,1
2023-07-15,1154.99,Fashion,East,Store C,1
2023-07-15,1286.78,Fashion,West,Store C,1
2023-07-15,1080.62,Home,North,Store A,1
2023-07-15,1192.52,Home,South,Store A,1
2023-07-15,1310.75,Home,East,Online,1
2023-07-15,1523.91,Home,West,Online,1
2023-07-16,1171.76,Grocery,North,Store A,0
2023-07-16,1313.17,Grocery,South,Store A,0
2023-07-16,1399.57,Grocery,East,Online,0
2023-07-16,1730.11,Grocery,West,Online,0
2023-07-16,1315.89,Electronics,North,Store A,0
2023-07-16,1676.47,Electronics,South,Store A,0
2023-07-16,1636.14,Electronics,East,Online,0
2023-07-16,1965.5,Electronics,West,Online,0
2023-07-16,986.86,Fashion,North,Store A,0
2023-07-16,1168.72,Fashion,South,Store A,0
2023-07-16,1299.86,Fashion,East,Online,0
2023-07-16,1477.95,Fashion,West,Online,0
2023-07-16,942.64,Home,North,Store B,0
2023-07-16,974.93,Home,South,Store B,0
2023-07-16,949.69,Home,East,Store A,0
2023-07-16,1056.52,Home,West,Store A,0
2023-07-17,916.85,Grocery,North,Store B,0
2023-07-17,1010.08,Grocery,South,Store B,0
2023-07-17,955.47,Grocery,East,Store A,0
2023-07-17,1127.85,Grocery,West,Store A,0
2023-07-17,1222.57,Electronics,North,Store B,0
2023-07-17,1209.89,Electronics,South,Store B,0
2023-07-17,1109.92,Electronics,East,Store A,0
2023-07-17,1370.24,Electronics,West,Store A,0
2023-07-17,815.25,Fashion,North,Store B,0
2023-07-17,961.29,Fashion,South,Store B,0
2023-07-17,935.63,Fashion,East,Store A,0
2023-07-17,1108.57,Fashion,West,Store A,0
2023-07-17,647.2,Home,North,Store C,0
2023-07-17,795.8,Home,South,Store C,0
2023-07-17,709.95,Home,East,Store B,0
2023-07-17,863.3,Home,West,Store B,0
2023-07-18,787.26,Grocery,North,Store C,0
2023-07-18,888.23,Grocery,South,Store C,0
2023-07-18,988.87,Grocery,East,Store B,0
2023-07-18,1139.09,Grocery,West,Store B,0
2023-07-18,1061.83,Electronics,North,Store C,0
2023-07-18,1149.7,Electronics,South,Store C,0
2023-07-18,1162.28,Electronics,East,Store B,0
2023-07-18,1228.32,Electronics,West,Store B,0
2023-07-18,814.21,Fashion,North,Store C,0
2023-07-18,882.52,Fashion,South,Store C,0
2023-07-18,885.99,Fashion,East,Store B,0
2023-07-18,1028.79,Fashion,West,Store B,0
2023-07-18,864.31,Home,North,Online,0
2023-07-18,963.25,Home,South,Online,0
2023-07-18,671.38,Home,East,Store C,0
2023-07-18,872.12,Home,West,Store C,0
2023-07-19,1165.23,Grocery,North,Online,0
2023-07-19,1207.93,Grocery,South,Online,0
2023-07-19,817.99,Grocery,East,Store C,0
2023-07-19,992.33,Grocery,West,Store C,0
2023-07-19,1336.89,Electronics,North,Online,0
2023-07-19,1469.24,Electronics,South,Online,0
2023-07-19,971.08,Electronics,East,Store C,0
2023-07-19,1196.82,Electronics,West,Store C,0
2023-07-19,1036.48,Fashion,North,Online,0
2023-07-19,1109.49,Fashion,South,Online,0
2023-07-19,791.69,Fashion,East,Store C,0
2023-07-19,1002.86,Fashion,West,Store C,0
2023-07-19,697.58,Home,North,Store A,0
2023-07-19,864.2,Home,South,Store A,0
2023-07-19,1012.49,Home,East,Online,0
2023-07-19,1108.74,Home,West,Online,0
2023-07-20,912.36,Grocery,North,Store A,0
2023-07-20,1138.45,Grocery,South,Store A,0
2023-07-20,1156.49,Grocery,East,Online,0
2023-07-20,1449.58,Grocery,West,Online,0
2023-07-20,1159.49,Electronics,North,Store A,0
2023-07-20,1274.13,Electronics,South,Store A,0
2023-07-20,1438.35,Electronics,East,Online,0
2023-07-20,1688.93,Electronics,West,Online,0
2023-07-20,920.07,Fashion,North,Store A,0
2023-07-20,953.24,Fashion,South,Store A,0
2023-07-20,1076.16,Fashion,East,Online,0
2023-07-20,1267.75,Fashion,West,Online,0
2023-07-20,762.35,Home,North,Store B,0
2023-07-20,767.32,Home,South,Store B,0
2023-07-20,856.54,Home,East,Store A,0
2023-07-20,973.31,Home,West,Store A,0
2023-07-21,815.58,Grocery,North,Store B,0
2023-07-21,1077.28,Grocery,South,Store B,0
2023-07-21,1105.36,Grocery,East,Store A,0
2023-07-21,1218.04,Grocery,West,Store A,0
2023-07-21,1147.11,Electronics,North,Store B,0
2023-07-21,1221.11,Electronics,South,Store B,0
2023-07-21,1090.93,Electronics,East,Store A,0
2023-07-21,1298.05,Electronics,West,Store A,0
2023-07-21,826.79,Fashion,North,Store B,0
2023-07-21,892.6,Fashion,South,Store B,0
2023-07-21,848.92,Fashion,East,Store A,0
2023-07-21,1060.94,Fashion,West,Store A,0
2023-07-21,712.08,Home,North,Store C,0
2023-07-21,692.12,Home,South,Store C,0
2023-07-21,728.51,Home,East,Store B,0
2023-07-21,974.58,Home,West,Store B,0
2023-07-22,906.33,Grocery,North,Store C,0
2023-07-22,1146.83,Grocery,South,Store C,0
2023-07-22,1045.54,Grocery,East,Store B,0
2023-07-22,1299.15,Grocery,West,Store B,0
2023-07-22,1222.19,Electronics,North,Store C,0
2023-07-22,1363.29,Electronics,South,Store C,0
2023-07-22,1340.28,Electronics,East,Store B,0
2023-07-22,1463.93,Electronics,West,Store B,0
2023-07-22,944.9,Fashion,North,Store C,0
2023-07-22,958.96,Fashion,South,Store C,0
2023-07-22,995.61,Fashion,East,Store B,0
2023-07-22,1175.78,Fashion,West,Store B,0
2023-07-22,1085.36,Home,North,Online,0
2023-07-22,1223.62,Home,South,Online,0
2023-07-22,772.48,Home,East,Store C,0
2023-07-22,895.06,Home,West,Store C,0
2023-07-23,1347.18,Grocery,North,Online,0
2023-07-23,1489.1,Grocery,South,Online,0
2023-07-23,1068.16,Grocery,East,Store C,0
2023-07-23,1187.06,Grocery,West,Store C,0
2023-07-23,1486.16,Electronics,North,Online,0
2023-07-23,1832.8,Electronics,South,Online,0
2023-07-23,1188.96,Electronics,East,Store C,0
2023-07-23,1450.27,Electronics,West,Store C,0
2023-07-23,1153.49,Fashion,North,Online,0
2023-07-23,1443.98,Fashion,South,Online,0
2023-07-23,871.57,Fashion,East,Store C,0
2023-07-23,1070.16,Fashion,West,Store C,0
2023-07-23,892.41,Home,North,Store A,0
2023-07-23,949.03,Home,South,Store A,0
2023-07-23,1120.13,Home,East,Online,0
2023-07-23,1393.01,Home,West,Online,0
2023-07-24,910.88,Grocery,North,Store A,0
2023-07-24,1089.29,Grocery,South,Store A,0
2023-07-24,1014.58,Grocery,East,Online,0
2023-07-24,1377.78,Grocery,West,Online,0
2023-07-24,1111.39,Electronics,North,Store A,0
2023-07-24,1239.67,Electronics,South,Store A,0
2023-07-24,1462.39,Electronics,East,Online,0
2023-07-24,1642.64,Electronics,West,Online,0
2023-07-24,848.62,Fashion,North,Store A,0
2023-07-24,956.34,Fashion,South,Store A,0
2023-07-24,961.58,Fashion,East,Online,0
2023-07-24,1200.72,Fashion,West,Online,0
2023-07-24,771.84,Home,North,Store B,0
2023-07-24,702.37,Home,South,Store B,0
2023-07-24,753.32,Home,East,Store A,0
2023-07-24,919.59,Home,West,Store A,0
2023-07-25,1154.72,Grocery,North,Store B,1
2023-07-25,1247.52,Grocery,South,Store B,1
2023-07-25,1140.81,Grocery,East,Store A,1
2023-07-25,1458.37,Grocery,West,Store A,1
2023-07-25,1233.44,Electronics,North,Store B,1
2023-07-25,1505.89,Electronics,South,Store B,1
2023-07-25,1334.98,Electronics,East,Store A,1
2023-07-25,1727.68,Electronics,West,Store A,1
2023-07-25,946.75,Fashion,North,Store B,1
2023-07-25,1046.54,Fashion,South,Store B,1
2023-07-25,1060.24,Fashion,East,Store A,1
2023-07-25,1284.37,Fashion,West,Store A,1
2023-07-25,781.46,Home,North,Store C,1
2023-07-25,950.98,Home,South,Store C,1
2023-07-25,866.0,Home,East,Store B,1
2023-07-25,1097.14,Home,West,Store B,1
2023-07-26,851.35,Grocery,North,Store C,0
2023-07-26,938.05,Grocery,South,Store C,0
2023-07-26,894.17,Grocery,East,Store B,0
2023-07-26,1095.48,Grocery,West,Store B,0
2023-07-26,1025.5,Electronics,North,Store C,0
2023-07-26,1246.27,Electronics,South,Store C,0
2023-07-26,1156.92,Electronics,East,Store B,0
2023-07-26,1361.93,Electronics,West,Store B,0
2023-07-26,926.8,Fashion,North,Store C,0
2023-07-26,890.0,Fashion,South,Store C,0
2023-07-26,867.27,Fashion,East,Store B,0
2023-07-26,1033.73,Fashion,West,Store B,0
2023-07-26,851.37,Home,North,Online,0
2023-07-26,1007.86,Home,South,Online,0
2023-07-26,673.62,Home,East,Store C,0
2023-07-26,865.92,Home,West,Store C,0
2023-07-27,1103.36,Grocery,North,Online,0
2023-07-27,1274.46,Grocery,South,Online,0
2023-07-27,920.68,Grocery,East,Store C,0
2023-07-27,1066.46,Grocery,West,Store C,0
2023-07-27,1330.41,Electronics,North,Online,0
2023-07-27,1487.67,Electronics,South,Online,0
2023-07-27,1098.4,Electronics,East,Store C,0
2023-07-27,1268.8,Electronics,West,Store C,0
2023-07-27,930.28,Fashion,North,Online,0
2023-07-27,1142.27,Fashion,South,Online,0
2023-07-27,797.02,Fashion,East,Store C,0
2023-07-27,975.47,Fashion,West,Store C,0
2023-07-27,809.46,Home,North,Store A,0
2023-07-27,880.04,Home,South,Store A,0
2023-07-27,976.16,Home,East,Online,0
2023-07-27,1120.88,Home,West,Online,0
2023-07-28,894.92,Grocery,North,Store A,0
2023-07-28,1046.51,Grocery,South,Store A,0
2023-07-28,1159.54,Grocery,East,Online,0
2023-07-28,1369.38,Grocery,West,Online,0
2023-07-28,1017.84,Electronics,North,Store A,0
2023-07-28,1254.79,Electronics,South,Store A,0
2023-07-28,1397.22,Electronics,East,Online,0
2023-07-28,1634.72,Electronics,West,Online,0
2023-07-28,839.43,Fashion,North,Store A,0
2023-07-28,997.81,Fashion,South,Store A,0
2023-07-28,1000.98,Fashion,East,Online,0
2023-07-28,1165.53,Fashion,West,Online,0
2023-07-28,695.33,Home,North,Store B,0
2023-07-28,855.32,Home,South,Store B,0
2023-07-28,883.31,Home,East,Store A,0
2023-07-28,978.7,Home,West,Store A,0
2023-07-29,936.41,Grocery,North,Store B,0
2023-07-29,1145.06,Grocery,South,Store B,0
2023-07-29,1139.49,Grocery,East,Store A,0
2023-07-29,1341.84,Grocery,West,Store A,0
2023-07-29,1253.71,Electronics,North,Store B,0
2023-07-29,1342.89,Electronics,South,Store B,0
2023-07-29,1357.84,Electronics,East,Store A,0
2023-07-29,1626.12,Electronics,West,Store A,0
2023-07-29,976.38,Fashion,North,Store B,0
2023-07-29,1015.4,Fashion,South,Store B,0
2023-07-29,1011.02,Fashion,East,Store A,0
2023-07-29,1070.48,Fashion,West,Store A,0
2023-07-29,742.68,Home,North,Store C,0
2023-07-29,855.45,Home,South,Store C,0
2023-07-29,806.66,Home,East,Store B,0
2023-07-29,1030.31,Home,West,Store B,0
2023-07-30,950.36,Grocery,North,Store C,0
2023-07-30,961.03,Grocery,South,Store C,0
2023-07-30,1070.68,Grocery,East,Store B,0
2023-07-30,1202.25,Grocery,West,Store B,0
2023-07-30,1174.06,Electronics,North,Store C,0
2023-07-30,1235.53,Electronics,South,Store C,0
2023-07-30,1275.84,Electronics,East,Store B,0
2023-07-30,1492.65,Electronics,West,Store B,0
2023-07-30,889.3,Fashion,North,Store C,0
2023-07-30,1000.17,Fashion,South,Store C,0
2023-07-30,955.06,Fashion,East,Store B,0
2023-07-30,1062.6,Fashion,West,Store B,0
2023-07-30,964.23,Home,North,Online,0
2023-07-30,1157.95,Home,South,Online,0
2023-07-30,808.23,Home,East,Store C,0
2023-07-30,923.76,Home,West,Store C,0
2023-07-31,1140.52,Grocery,North,Online,0
2023-07-31,1243.76,Grocery,South,Online,0
2023-07-31,802.53,Grocery,East,Store C,0
